id;naissanceDate;naissanceLieu;profession;classe;matricule;engageVolontaire;engageAnnee;uniteAffectation;decesLieu;decesDepartement;decesAge;residenceCanton;residenceCommune;residenceAdresse;grade;lieuSepulture;matriculeArme
22439;02/07/1891;Saffré;laboureur;1911;1155;;;51 Régiment d'artillerie;Gérardmer - Hôpital Evacuation n°98;Vosges;27;Nozay;Saffré;;Canonnier Servant ;Nécropole Nationale Saulcy-sur-Meurthe;1
22440;06/06/1882;Saffré;laboureur;;;;;266 Régiment d'artillerie;Hérincourt;Haute-Saône;36;;Abbaretz;;Canonnier ;Nécropole Nationale Le Glacis du Château - Belfort;1
22441;27/12/1895;Montoir-de-Bretagne;;;;;;128 Régiment d'infanterie;Esnes - Côte 304;Meuse;20;;Trignac;;Caporal;Nécropole Nationale Esnes en Argonne;1
22442;20/09/1878;Fay-de-Bretagne;;;;;;137 Régiment d'infanterie;Tahure ;Marne;37;;Blain;;Caporal;Nécropole Nationale La Crouée - Souain Perthes les Hurlus;1
22443;20/09/1878;Fay-de-Bretagne;;1898;;;;137 Régiment d'infanterie;Tahure;Marne;37;Nozay;Vay;;Caporal;Nécropole Nationale La Crouée - Souain Perthes les Hurlus;1
22444;23/02/1895;Lusanger;;1915;889;;;26 Régiment d'infanterie;Méry;Oise;23;Derval;Lusanger;;Caporal;;1
22445;22/05/1874;Paris;;;;;;81 Régiment d'infanterie territoriale;Beaumetz les Loges;Pas-de-Calais;41;;Nantes;;Caporal;Nécropole Nationale Barly;1
22446;11/01/1880;Mouzeil;;1900;372;;;65 Régiment d'infanterie;Nantes - Hôpital Militaire Broussais;Loire Inférieure;38;Riaillé;Teillé;;Maréchal des Logis;;1
22447;24/07/1879;Juigné-les-Moutiers;cultivateur;1899;1297;;;28 Régiment d'artillerie;Chartèves;Aisne;35;Guémené-Penfao;Jans;La Musse;Maréchal des Logis;Chartèves (Aisne);1
22448;13/07/1880;Fay-de-Bretagne;;;;;;32 Régiment d'artillerie;Joigny - Hôpital Complémentaire n°18;Yonne;38;;Nantes;;Maréchal des Logis;;1
22449;30/08/1897;Piriac-sur-Mer;;1917;2756;;;77 Régiment d'infanterie;Gournay sur Aronde;Oise;20;Guérande;Piriac-sur-Mer;;Matelot ;;1
22450;22/01/1873;Piriac-sur-Mer;;1893;2802;;;3 Dépôt des équipages de la flotte;Lorient - Hôpital Maritime;Morbihan;45;Guérande;Piriac-sur-Mer;;Matelot ;;1
22451;24/09/1893;Pontchâteau;cultivateur;1913;2056;;;77 Régiment d'infanterie;FAUX;Ardennes;20;Pontchâteau;Pontchâteau;Le Vaud;Soldat;;1
22452;1878;;;1898;;;;3 Dépôt des équipages de la flotte;Saint Nazaire;Loire Inférieure;38;Pornic;Plaine-sur-Mer, La;;;Carré Militaire Toutes Aides - Saint Nazaire;0
22453;;;;;;;;;;;;;Nantes;;;;1
22454;;;;;;;;;;;;;Nantes;;;;1
22455;;;;;;;;;;;;;Nantes;;;;0
22456;17/02/1896;Piriac-sur-Mer;;1916;1674;;;;Piriac sur Mer;Loire Inférieure;23;Guérande;Piriac-sur-Mer;;Quartier Maitre Timonier;;1
22457;21/04/1889;Trignac;;;;;;245 Régiment d'infanterie;Devant Verdun  ;Meuse;28;;Trignac;;Sergent;Nécropole Nationale Douaumont - Fleury devant Douaumont;1
22458;07/05/1891;Nantes;employé aux chemins de fer;1911;892;;;64 Régiment d'infanterie;Fère-Champenoise, La;Marne;23;Bouaye;Rezé;;Sergent;Cimetière Saint-Paul de Rezé;1
22459;31/12/1888;Orvault;cultivateur;1908;1162;;;77 Régiment d'infanterie;Entre Souchez et Neuville-Saint-Vaast;Pas-de-Calais;26;Chapelle-sur-Erdre, La;Orvault;;Adjudant;;1
22460;;;;;;;;;;;;Pontchâteau;Pontchâteau;;Soldat;;0
22461;08/01/1879;Escoublac;;1899;3222;;;117 Régiment d'infanterie;Perthes-les-Hurlus;Marne ;36;Saint-Nazaire;Pornichet;;Soldat;;1
22462;14/02/1883;Pouillé-les-Côteaux;;1903;351;;;77 Régiment d'infanterie;Le Bois d'Haumont;Meuse;35;Ancenis;Pouillé-les-Côteaux;;Soldat;Nécropole Nationale Bras sur Meuse;1
22463;30/04/1888;Puceul;;;;;;93 Régiment d'infanterie;Maissin;Belgique;26;;Puceul;;Soldat;;1
22464;13/09/1884;Puceul;;;;;;264 Régiment d'infanterie;Pont Sainte Maxence;Oise;30;;Puceul;;Soldat;;1
22465;31/08/1894;Rezé;charpentier;1914;2058;;;175 Régiment d'infanterie;Rahumanhi;Serbie;22;Bouaye;Rezé;Mauperthuis;Caporal;Cimetière Saint-Pierre de Rezé;1
22466;25/01/1894;Saffré;laboureur;1914;621;;;77 Régiment d'infanterie;Entre Souchez et Neuville-Saint-Vaast;Pas-de-Calais;21;Nozay;Saffré;;Soldat;Nécropole Nationale La Targette - Neuville-Saint-Vaast;1
22467;02/08/1883;Saint-André-des-Eaux;;1903;3048;;;65 Régiment d'infanterie;Beaumont;Somme;35;Guérande;Saint-André-des-Eaux;;Soldat;;1
22468;09/01/1896;Saint-Gildas-des-Bois;cultivateur;1916;1255;;;156 Régiment d'infanterie;Condé-sur-Aisne;Aisne;22;Saint-Gildas-des-Bois;Saint-Gildas-des-Bois;;Soldat;;1
22469;07/10/1891;Saint-Gildas-des-Bois;cultivateur;1911;3496;;;64 Régiment d'infanterie;Serre;Pas-de-Calais;23;Saint-Gildas-des-Bois;Saint-Gildas-des-Bois;;Soldat;;1
22470;28/12/1889;Saint-Gildas-des-Bois;cultivateur;1909;1030;;;8 Régiment de cuirassiers à pied;Ferme de Montflage;Aisne;28;Saint-Gildas-des-Bois;Saint-Gildas-des-Bois;;Soldat;;1
22471;11/02/1888;Saint-Mars-la-Jaille;;1908;148;;;59 Régiment d'artillerie;Douaumont;Meuse;28;Saint-Mars-la-Jaille;Saint-Mars-la-Jaille;;Soldat;;1
22472;22/07/1895;Saint-Molf;;1915;3020;;;120 Régiment d'infanterie;Coblence - Lazarett;Allemagne;23;Guérande;Saint-Molf;;Soldat;;1
22473;05/12/1889;Baule-Escoublac, La;;1909;1918;;;9 Régiment mixte de zouaves;Paris - Hôpital Auxiliaire n°252;Seine;26;Guérande;Saint-Molf;;Soldat;Carré Militaire Ivry-sur-Seine;1
22474;;;;;;;;3 Dépôt des Equipages de la flotte;;;;;Saint-Nazaire;;Soldat;Carré Militaire Toutes Aides - Saint Nazaire;1
22475;;;;;;;;78 Régiment d'infanterie territoriale;;;;;Savenay ;;Soldat;Carré Militaire Savenay;0
22476;09/11/1870;Sion-les-Mines;;;230;;;82 Régiment d'infanterie territoriale;Ancenis - Hôpital Mixte;Loire Inférieure;45;Derval;Sion-les-Mines;;Soldat;;1
22477;03/11/1879;Saint-Michel;roulier;;;;;283 Régiment d'infanterie;Orvillers;Oise;38;Châteaubriant;Soudan;;Soldat;;0
22478;10/05/1888;Treillières;;;;;;168 Régiment d'infanterie;Senlis - Hôpital Complémentaire Armée 44;Oise;30;;Treillières;;Soldat;;0
22479;12/03/1883;Abbaretz;cultivateur;;;;;264 Régiment d'infanterie;Paramé;Ille-et-Vilaine;31;;Abbaretz;;Soldat;;1
22480;05/11/1884;Abbaretz;cultivateur;;;;;64 Régiment d'infanterie;La Croix en Champagne - Ambulance n°5;Marne;30;;Abbaretz;;Soldat;Nécropole Nationale Saint Jean sur Tourbe;1
22481;1894;;;;;;;411 Régiment d'infanterie;Côte 344 - Combats de Verdun;Meuse;24;Croisic, Le;Batz-sur-Mer;;Soldat;;1
22482;21/04/1895;Percé;;1915;576;;;91 Régiment d'infanterie;Bois Bolante;Meuse;20;Châteaubriant;Châteaubriant;;Soldat;;1
22483;15/12/1885;Moisdon-la-Rivière;;1905;750;;;264 Régiment d'infanterie;Villers-Cotterêts;Aisne;28;Moisdon-la-Rivière;Moisdon-la-Rivière;;Soldat;Nécropole Nationale Villers Cotterets;1
22484;22/03/1892;Louisfert;;1912;909;;;135 Régiment d'infanterie;Lazarett d'Eichstadt;Allemagne;26;Châteaubriant;Châteaubriant;;Soldat;Nécropole Nationale Prisonniers de Guerre 1914-1918 - Sarrebourg;1
22485;09/10/1879;Guérande;forgeron;1899;3264;;;102 Régiment d'artillerie;Guérande;Loire Inférieure;35;Guérande;Guérande;La Barrière de Lessac;Soldat;;1
22486;21/03/1887;Guérande;cultivateur;1907;3419;;;270 Régiment d'infanterie;Dinard -  hôpital n°38 ;Ille-et-Vilaine;28;Guérande;Guérande;Kermarais;Soldat;;1
22487;11/06/1889;Guérande;cultivateur;1909;1848;;;116 Régiment d'infanterie;Maissin;Belgique;25;Guérande;Guérande;Kermarais;Soldat;;1
22488;25/03/1890;Héric;laboureur;;786;;;93 Régiment d'infanterie;Fère-Champenoise, La;Marne;24;Nort-sur-Erdre;Héric;;Soldat;;1
22489;09/04/1891;Héric;cultivateur;;855;;;135 Régiment d'infanterie;Fère-Champenoise, La;Marne;23;Nort-sur-Erdre;Héric;;Soldat;;1
22490;17/04/1895;Indre;;;;;;91 Régiment d'infanterie;Ravin des Meurissons ;Meuse;20;;Indre;;Soldat;;1
22491;03/10/1894;Guérande;;1914;3593;;;66 Régiment d'infanterie;Zillebeke;Belgique;20;Guérande;Baule-Escoublac, La;;Soldat;;1
22492;13/04/1888;Croisic, Le;;1908;3366;;;128 Régiment d'infanterie;Tahure;Marne;27;Guérande;Baule-Escoublac, La;;Soldat;;1
22493;06/01/1894;Chapelle-sur-Erdre, La;couvreur;1914;1810;;;45 Régiment d'infanterie;Marseille - Hopital Michel Leves;Bouches-du-Rhône;21;Chapelle-sur-Erdre, La;Chapelle-sur-Erdre, La;;Soldat;Carré Militaire de la Chapelle-sur-Erdre;1
22494;29/11/1889;Chapelle-sur-Erdre, La;maçon;1909;2063;;;64 Régiment d'infanterie;Creil;Oise;25;Chapelle-sur-Erdre, La;Chapelle-sur-Erdre, La;;Soldat;Carré Militaire de la Chapelle-sur-Erdre;1
22495;05/06/1892;Chapelle-sur-Erdre, La;cultivateur;1912;3333;;;155 Régiment d'infanterie;Saint-Hilaire-le-Grand;Marne;23;Chapelle-sur-Erdre, La;Chapelle-sur-Erdre, La;;Soldat;Carré Militaire de la Chapelle-sur-Erdre;1
22497;25/04/1894;Chapelle-sur-Erdre, La;domestique - cultivateur;1914;1811;;;11 Section d'infirmiers militaires;Nantes - Hopital Broussais;Loire Inférieure;20;Chapelle-sur-Erdre, La;Chapelle-sur-Erdre, La;;Soldat;Carré Militaire de la Chapelle-sur-Erdre;1
22498;30/04/1883;Puceul;;;;;;93 Régiment d'infanterie;Mesnil-les-Hurlus;Marne;32;;Chevallerais, La;;Soldat;Nécropole Nationale La Crouée - Souain Perthes les Hurlus;1
22499;29/01/1896;Touches, Les;cultivateur;1916;1337;non;;70 Régiment d'infanterie;Martigny-les-Bains - Hôpital N°10;Vosges;21;Nort-sur-Erdre;Touches, Les;lieu-dit le Bois-de-Nay;Soldat;Carré Militaire Martigny-les-Bains;1
22501;25/06/1892;Louisfert;;1912;910;;;372 Régiment d'infanterie;Monastir - devant la Côte 1248 ;Serbie ;24;Moisdon-la-Rivière;Issé;;Soldat;;1
22502;24/07/1891;Lusanger;;1911;514;;;135 Régiment d'infanterie;Bièvre;Belgique;23;Derval;Lusanger;;Soldat;Cimetière Militaire - Cimetière Militaire Franco Allemand Maissin;1
22503;30/03/1890;Lusanger;;1910;454;;;93 Régiment d'infanterie;Chaumont Saint Quentin;Ardennes;24;Derval;Lusanger;;Soldat;Nécropole Nationale La Marfée - Noyers Pont Maugis;1
22504;22/04/1884;Lusanger;;1904;1458;;;110 Régiment d'infanterie;Beaumarais;Aisne;32;Derval;Lusanger;;Soldat;Nécropole Nationale Pontavert;1
22505;08/05/1883;Marsac-sur-Don;;1903;;;;2 Régiment d'infanterie coloniale;Souain;Marne;32;Guémené-Penfao;Marsac-sur-Don;;Soldat;;0
22506;17/03/1890;Saint-Mars-la-Jaille;;1910;198;;;173 Régiment d'infanterie;Marseille - Hôpital Militaire du Château des Fleurs;Bouches-du-Rhône;28;Varades;Varades;;Soldat;Nécropole Nationale Luynes - Aix en Provence;1
22507;13/03/1888;Mésanger;;1908;286;;;116 Régiment d'infanterie;Maissin;Belgique;26;Ancenis;Mésanger;;Soldat;;1
22508;15/12/1885;Moisdon-la-Rivière;;;;;;264 Régiment d'infanterie;Villers Côtterets;Aisne;28;;Moisdon-la-Rivière;;Soldat;Nécropole Nationale Villers Cotterets;1
22509;11/05/1874;Nantes;;;;;;81 Régiment d'infanterie territoriale;Péronne;Somme;40;;Nantes;;Soldat;Nécropole Nationale Villers Carbonnel;1
22510;25/04/1875;Pannecé;;;;;;81 Régiment d'infanterie territoriale;Péronne;Somme;39;;Nantes;;Soldat;;1
22511;03/06/1894;Nantes;;;;;;64 Régiment d'infanterie;Maissin;Belgique;20;;Nantes;;Soldat;Cimetière Militaire Franco-Allemand - Maissin;1
22512;30/03/1893;Nantes;;;;;;66 Régiment d'infanterie;Souchez;Pas-de-Calais;22;;Nantes;;Soldat;;1
22513;02/06/1887;Nantes;;;;;;26 Régiment d'infanterie;Beauséjour;Marne;28;;Nantes;;Soldat;;1
22514;16/03/1888;Nantes;;;;;;8 Bataillon de chasseurs à pied;Auberive sur Suippes;Marne;27;;Nantes;;Soldat;;1
22516;27/05/1876;Orvault;cultivateur;1896;391;;;81 Régiment d'infanterie territoriale;Péronne;Somme;38;Chapelle-sur-Erdre, La;Orvault;;Soldat;;1
22517;19/06/1881;Nantes;;;;;;265 Régiment d'infanterie;Estrées;Somme;35;;Nantes;;Soldat;;1
22518;30/06/1890;Paris;;;;;;116 Régiment d'infanterie;Maissin;Belgique;24;;Nantes;;Soldat;;1
22519;18/06/1894;Nantes;;;;;;66 Régiment d'infanterie;Ypres;Belgique;20;;Nantes;;Soldat;;1
22520;25/09/1893;Nantes;Menuisier en voitures;1913;198;;;64 Régiment d'infanterie;Tahure;Marne;22;Nantes;Nantes;;Soldat;;1
22521;30/04/1896;Nozay;;;;;;7 Régiment d'infanterie;Verdun;Meuse;20;;Nozay;;Soldat;;1
22522;02/12/1892;Nozay;;;;;;64 Régiment d'infanterie;Fère-Champenoise, La;Marne;22;;Nozay;;Soldat;;1
22523;12/03/1889;Nozay;;;;;;91 Régiment d'infanterie;Saint-Dizier;Haute-Marne;29;;Nozay;;Soldat;Carré Militaire La Noué - Saint Dizier;1
22524;09/09/1884;Orvault;cultivateur;1904;3442;;;65 Régiment d'infanterie;Hébuterne;Pas-de-Calais;30;Chapelle-sur-Erdre, La;Orvault;;Soldat;;1
22525;13/03/1881;Orvault;;;;;;70 Régiment d'infanterie;Roclincourt;Pas-de-Calais;34;;Orvault;;Soldat;;0
22527;04/04/1879;Orvault;cultivateur;1899;1461;;;137 Régiment d'infanterie;Thiaumont;Meuse;37;Chapelle-sur-Erdre, La;Orvault;;Soldat;;1
22528;15/06/1889;Orvault;cultivateur;1909;2024;;;65 Régiment d'infanterie;Fère-Champenoise, La;Marne;25;Chapelle-sur-Erdre, La;Orvault;;Soldat;;1
22529;04/04/1879;Orvault;cultivateur;1899;1396;;;33 Régiment d'infanterie;Crécy-au-Mont;Aisne;39;Chapelle-sur-Erdre, La;Orvault;;Soldat;;1
22530;05/03/1893;Saint-Gildas-des-Bois;;;;;;77 Régiment d'infanterie;Chevreux sud de Coberny;Aisne;24;;Saint-Gildas-des-Bois;;;Nécropole Nationale Pontavert;0
22531;22/08/1893;Nantes;;;;;;4 Bataillon colonial du Maroc;Ypres;Belgique;21;;Nantes;;Soldat;;1
22532;21/09/1893;Nantes;;;;;;409 Régiment d'infanterie;Beuvardes;Aisne;24;;Nantes;;Lieutenant;Nécropole Nationale Neuilly Saint Front;0
22534;24/06/1886;Nantes;avocat;;1227;;;2 Régiment d'infanterie coloniale;Lazarett de Rastatt ;Allemagne;29;Chapelle-sur-Erdre, La;Chapelle-sur-Erdre, La;;Sergent;;1
22535;02/09/1887;Nantes;;;;;;65 Régiment d'infanterie;Troyes - Hôpital Temporaire n°1;Aube;27;;Nantes;;Sous-Lieutenant;;1
22537;14/11/1884;Soulvache;;1904;1444;;;264 Régiment d'infanterie;Saint Pierre les Bitry;Oise;29;Rougé;Soulvache;;Soldat;Nécropole Nationale Noyon;1
22538;22/08/1891;Ligné;maçon;1911;270;;;6 Bataillon de chasseurs à pied;Amiens - Hôpital 78;Somme;25;Ligné;Ligné;Bourg;Caporal;Nécropole Nationale Saint-Pierre - Amiens - Tombe 806;1
22539;17/03/1879;Erbray;;;;;;273 Régiment d'infanterie;Craonnelle;Aisne;38;;Erbray;;Soldat;;1
22540;06/03/1888;Saint-Même-le-Tenu;;1908;1309;;;65 Régiment d'infanterie;Mesnil-les-Hurlus;Marne;27;Pornic;Saint-Michel-Chef-Chef;;Canonnier Conducteur ;;1
22541;15/12/1896;Nantes;;;;;;179 Régiment d'artillerie de tranchées;Salonique  ;Grèce;21;;Nantes;;Canonnier Servant ;;1
22542;17/01/1891;Nantes;;;;;;64 Régiment d'infanterie;Landrécourt;Meuse;25;;Nantes;;Adjudant;Nécropole Nationale Landrecourt Lempire;1
22543;;;;;;;;;Nantes;Loire Inférieure;;;Héric;;Brancardier;;0
22544;20/07/1893;Blain;;;;;;77 Régiment d'infanterie;Plateau de Californie - Chemin des Dames;Aisne;24;;Blain;;Caporal;;1
22545;02/09/1880;Nantes;;;;;;26 Régiment d'infanterie;Méry;Oise;37;;Blain;;Caporal;Nécropole Nationale Mery la Bataille;1
22546;17/12/1881;Saint-Herblon;;1901;242;;;64 Régiment d'infanterie;Mesnil-les-Hurlus;Marne;33;Ancenis;Saint-Herblon;;Caporal;Nécropole Nationale Saint Thomas en Argonne;1
22547;26/08/1888;Gétigné;cultivateur;1908;1208;;;32 Régiment d'infanterie  ;Fère-Champenoise, La;Marne;26;Clisson;Gétigné;L'Asnerie;Caporal;Nécropole Nationale de La Fère-Champenoise, Tombe 720;1
22548;29/12/1892;Savenay;;1912;2801;;;77 Régiment d'infanterie;Souchez - Cote 123 ;Pas-de-Calais;32;Guérande;Baule-Escoublac, La;;Caporal;;1
22549;03/02/1889;Chapelle-Launay, La;;;;;;65 Régiment d'infanterie;Chaumont Saint Quentin;Ardennes;25;;Chapelle-Launay, La;;Caporal;Nécropole Nationale La Marfée - Noyers Pont Maugis;1
22550;30/07/1888;Roche-sur-Yon, La;;;;;;64 Régiment d'infanterie;Erfurt;Allemagne;30;;Nantes;;Caporal;;0
22551;01/02/1890;Nantes;;;;;;65 Régiment d'infanterie;Bulson;Ardennes;24;;Nantes;;Caporal;Nécropole Nationale La Marfée - Noyers Pont Maugis;1
22552;15/06/1890;Orléans;;;;;;65 Régiment d'infanterie;Chalons sur Marne;Marne;25;;Nantes;;Caporal;Nécropole Nationale Mourmelon le Petit;1
22553;15/07/1895;Nantes;;;;;;4 Régiment du génie;Moncel-sur-Seille;Meurthe-et-Moselle;22;;Nantes;;Sapeur-Mineur;Nécropole Nationale Champenoux;0
22554;13/12/1891;Bourgneuf-en-Retz;;1911;1467;;;264 Régiment d'infanterie;Compiègne;Oise;23;Bourgneuf-en-Retz;Bourgneuf-en-Retz;;Sergent;Nécropole Nationale Royallieu - Compiegne;1
22555;21/05/1891;Nantes;;;;;;64 Régiment d'infanterie;Maissin;Belgique;23;;Nantes;;Sergent;;1
22556;18/04/1885;Derval;;;;;;64 Régiment d'infanterie;Mesnil-les-Hurlus;Marne;30;;Nozay;;Sergent-Fourrier;Nécropole Nationale La Crouée - Souain Perthes les Hurlus;1
22557;15/01/1896;Nozay;;;;;;8 Régiment d'infanterie coloniale;Constantinople - Hôpital Temporaire n°1;Turquie;22;;Plessé;;Soldat;;1
22558;14/06/1895;Plessé;;;;;;120 Régiment d'infanterie;Berny en Santerre;Somme;21;;Plessé;;Soldat;;1
22559;06/03/1882;Quilly;;1902;2276;;;41 Régiment d'infanterie;Roclincourt;Pas-de-Calais;33;Savenay;Quilly;;Soldat;;1
22560;24/06/1881;Chevrolière, La;;1901;437;;;65 Régiment d'infanterie;Hébuterne;Pas-de-Calais;33;Bouaye;Saint-Aignan-de-Grand-Lieu;;Soldat;;1
22561;28/08/1894;Saint-Etienne-de-Mer-Morte;;1914;1909;;;19 Régiment d'infanterie;Vaux - Secteur de Verdun;Meuse;22;Machecoul;Saint-Etienne-de-Mer-Morte;;Soldat;;1
22562;10/03/1894;Nantes;mineur;1914;1044 (;;;119 Régiment d'infanterie;Tours  ;Indre-et-Loire;21;Varades;Varades;;Soldat;carré corps restitués à Varades (44);1
22563;22/10/1894;Abbaretz;cultivateur;;;;;12 Régiment d'infanterie;Esnes - Cote 304 - Combats de Verdun;Meuse;21;;Abbaretz;;Soldat;;1
22564;30/05/1893;Boussay;cultivateur;1913;1461;;;135 Régiment d'infanterie;Chemille;Maine-et-Loire;22;Clisson;Boussay;Herbière;Soldat;;1
22565;24/10/1889;Fégréac;;1909;516;;;93 Régiment d'infanterie;Beth;Belgique;24;Saint-Nicolas-de-Redon;Fégréac;;Soldat;;1
22566;05/06/1897;Bourgneuf-en-Retz;;1917;985;;;64 Régiment d'infanterie;Ancenis;Loire Inférieure;18;Bourgneuf-en-Retz;Fresnay-en-Retz;;Soldat;;1
22567;05/07/1893;Gétigné;cultivateur;1913;1460;;;135 Régiment d'infanterie;Barly - Ambulance de la 28 DI;Pas-de-Calais;22;Clisson;Gétigné;L'Asnerie;Soldat;Nécropole Nationale Barly - Rang 3, tombe 172;1
22568;03/03/1892;Guenrouët;;1912;1550;;;65 Régiment d'infanterie;Chaumont Saint Quentin;Ardennes;22;Saint-Gildas-des-Bois;Guenrouët;;Soldat;;1
22569;13/02/1885;Louisfert;cultivateur;1905;659;;;264 Régiment d'infanterie;Quennevières;Oise;30;Clisson;Gétigné;;Soldat;Nécropole Nationale de Tracy-le -Mont;1
22570;03/09/1886;Cellier, Le;cultivateur;1906;42;;;264 Régiment d'infanterie;Tracy-le-Mont;Oise;28;Ligné;Cellier, Le;;Soldat;Nécropole Nationale de Tracy-le -Mont;1
22571;22/08/1880;Legé;;1900;1400;;;41 Régiment d'infanterie;Saint-Genis-Laval - Hôpital Auxiliaire n°63;Rhône;36;Legé;Legé;;Soldat;;1
22572;28/04/1893;Legé;;1913;1236;;;1 Bataillon d'infanterie légère d'Afrique;Esnes  ;Meuse;23;Legé;Legé;;Soldat;;1
22573;28/03/1888;Clion, Le;;1908;1699;;;64 Régiment d'infanterie;Maissin;Belgique;26;Bourgneuf-en-Retz;Moutiers-en-Retz, Les;;Soldat;;1
22574;01/09/1888;Touches, Les;cultivateur;1908;447;;;77 Régiment d'infanterie;Touches, Les;Loire Inférieure;29;Nort-sur-Erdre;Touches, Les;lieu-dit la Vieille-Cure;Soldat;Cimetierre de Les Touches;1
22575;03/06/1895;Marsac-sur-Don;;1915;380;;;30 Régiment d'infanterie;Bligny;Marne;22;Guémené-Penfao;Marsac-sur-Don;;Soldat;Nécropole Nationale La Croix Ferlin - Bligny;1
22576;22/09/1882;Hennebont;;;;;;41 Régiment d'infanterie;Vassognes;Aisne;31;;Montoir-de-Bretagne;;Soldat;;1
22577;30/05/1894;Plessé;;;;;;131 Régiment d'infanterie;Sainte Menehould;Marne;22;;Montoir-de-Bretagne;;Soldat;Nécropole Nationale Sainte Menehould;1
22578;02/04/1894;Montrelais;;1914;487;;;77 Régiment d'infanterie;Steenvoorde - Hôpital Temporaire;Nord;20;Varades;Montrelais;;Soldat;Nécropole Nationale Assevent;1
22579;11/04/1891;Montrelais;;1911;63;;;135 Régiment d'infanterie;Zillebecke;Belgique;23;Varades;Montrelais;;Soldat;;1
22580;05/03/1893;Nantes;;;;;;64 Régiment d'infanterie;Nantes;Loire Inférieure;23;;Nantes;;Soldat;;1
22581;16/01/1898;Nantes;;;;;;102 Régiment d'artillerie;Epernay - Ambulance 8/4;Marne;20;;Nantes;;Soldat;Cimetière de la Miséricorde - Nantes;1
22582;12/02/1880;Nantes;;;;;;25 Bataillon de chasseurs à pied;Nimes - Hôpital Militaire;Gard;34;;Nantes;;Soldat;Carré Militaire Pont de Justice - Nimes;0
22583;20/02/1888;Saint-Mars-la-Jaille;;;;;;11 Section de secrétaires d'Etat- Major de réserve;La Croix en Champagne;Marne;27;;Nantes;;Soldat;Nécropole Nationale Saint Jean sur Tourbe;1
22584;12/06/1892;Frossay;;;;;;77 Régiment d'infanterie;Bièvre;Belgique;22;;Nantes;;Soldat;;1
22585;14/12/1874;Nantes;;;;;;2 Régiment d'infanterie coloniale;Bois Bourain;Marne;40;;Nantes;;Soldat;;1
22586;08/01/1869;Saint-Mars-du-Désert;;;;;;81 Régiment d'infanterie territoriale;Nantes;Loire Inférieure;48;;Nantes;;Soldat;;1
22587;29/09/1875;Nantes;plâtrier;1895;1258;oui;1896;81 Régiment d'infanterie territoriale;Péronne;Somme;38;Nantes;Nantes;;Soldat Musicien;;1
22588;07/01/1888;Glomel;;;;;;65 Régiment d'infanterie;Fère-Champenoise, La;Marne;26;;Nantes;;Soldat;;1
22589;09/09/1892;Marsac;;;;;;135 Régiment d'infanterie;Biévre;Belgique;21;;Nozay;;Soldat;Cimetière Militaire Franco Allemand;1
22590;25/12/1891;Paulx;;1911;1001;;;64 Régiment d'infanterie;Maissin;Belgique;22;Machecoul;Paulx;;Soldat;;1
22591;11/02/1874;Mésanger;;1894;833;;;82 Régiment d'infanterie territoriale;Amiens - Hôpital Temporaire n°9;Somme;40;Ancenis;Mésanger;;Soldat;;1
22592;15/07/1879;Mésanger;;1899;115;;;264 Régiment d'infanterie;Bailly;Oise;36;Ligné;Mouzeil;;Soldat;;1
22593;28/05/1894;Oudon;;1914;;;;125 Régiment d'infanterie;Esnes Côte 304;Meuse;21;Ancenis;Oudon;;Soldat;;0
22594;19/03/1888;Champtoceaux;cultivateur;1908;1330;;;116 Régiment d'infanterie;Connantray;Marne;26;Loroux-Bottereau, Le;Boissière-du-Doré, La;l'Aubinière;Caporal;;1
22595;20/12/1890;Boissière-du-Doré, La;forgeron;1910;1470;;;28 Régiment d'artillerie;Loeuilly-Juvigny;Somme;27;Loroux-Bottereau, Le;Boissière-du-Doré, La;Bourg;Maitre Ouvrier;;1
22596;26/08/1891;Loroux-Bottereau, Le;cultivateur;1911;1016;;;135 Régiment d'infanterie;Zonnebecke;Belgique;23;Loroux-Bottereau, Le;Loroux-Bottereau, Le;La Rinière;Sergent;;1
22597;21/08/1885;Renaudière, La;cultivateur;1905;1290;;;64 Régiment d'infanterie;Thiaumont;Meuse;30;Vallet;Vallet;Le Coudray;Soldat;;1
22598;29/05/1886;Boissière-du-Doré, La;;;;;;32 Régiment de dragons;Les Lilas;Seine;28;;Boissière-du-Doré, La;;Soldat;;1
22599;25/09/1880;Chapelle-Saint-Sauveur, La;;1900;17;;;264 Régiment d'infanterie;Saint Pierre les Bitry;Oise;34;Varades;Chapelle-Saint-Sauveur, La;;Soldat;;1
